CODE,PRODUCTO,Tiempo,TIPO_CARROCERIA,Edad_Cliente,COMBUSTIBLE,Revisiones,Potencia,TRANS,Mas_1_coche,FORMA_PAGO,km_anno,ESTADO_CIVIL,COSTE_VENTA,GENERO,QUEJA_CAC,Zona_Renta,OcupaciOn,Averia_grave,Campanna3,PROVINCIA,REV_Garantia,Campanna2,Campanna1,Grupo_Edad_Codificado
CLI1,0,0,0,18,0,2,1.0,1,0,0,0,0,2892,2,1,3.0,1,2.0,0,4,0,0,1,0
CLI2,0,0,0,53,0,2,1.0,1,0,0,7187,0,1376,1,0,3.0,1,4.0,0,47,1,0,0,4
CLI3,0,3,0,21,0,4,1.0,1,1,3,0,0,1376,2,0,2.0,1,4.0,0,30,0,0,0,1
CLI4,0,5,0,48,0,4,1.0,1,1,2,7256,0,2015,1,1,2.0,1,2.0,0,32,1,0,1,3
CLI5,0,3,0,21,0,3,1.0,1,1,2,0,0,1818,1,0,0.0,2,4.0,1,41,0,0,1,1
CLI6,0,0,0,56,0,2,1.0,1,0,2,11293,0,2015,1,0,2.0,1,1.0,0,4,1,0,1,4
CLI7,0,0,0,24,0,1,1.0,1,0,2,0,0,2015,2,1,2.0,1,4.0,0,32,0,0,1,1
CLI8,0,0,0,51,0,2,1.0,1,0,2,754,0,1560,2,0,3.0,1,4.0,0,39,1,0,1,4
CLI9,0,5,0,44,0,1,1.0,1,1,0,12177,0,1376,2,0,0.0,1,4.0,0,4,1,0,0,3
CLI10,0,4,0,20,0,1,1.0,1,1,3,0,0,2892,2,0,2.0,1,4.0,0,27,0,0,1,1
CLI11,0,4,0,32,0,1,1.0,1,1,2,0,4,2015,2,0,0.0,1,1.0,0,32,0,0,1,2
CLI12,0,0,0,21,0,1,1.0,1,0,0,0,0,1376,2,1,0.0,1,2.0,0,32,0,0,0,1
CLI13,0,0,0,52,0,1,1.0,1,0,3,7918,0,2892,1,0,0.0,2,1.0,0,8,1,0,1,4
CLI14,0,8,0,55,0,1,1.0,1,1,3,17967,4,2892,2,0,0.0,1,1.0,0,39,1,0,1,4
CLI15,0,7,0,27,0,2,1.0,1,1,0,14527,3,2892,1,0,2.0,1,1.0,0,32,1,0,1,1
CLI16,0,0,0,18,0,1,1.0,1,0,0,0,4,1376,1,0,3.0,1,0.0,0,47,0,0,0,0
CLI17,0,6,0,26,0,1,1.0,1,1,2,0,0,4082,2,0,1.0,2,1.0,1,16,0,0,1,1
CLI18,0,0,0,51,0,2,1.0,1,0,2,7123,0,2015,2,1,0.0,1,2.0,0,22,1,0,1,4
CLI19,0,0,0,54,0,2,1.0,1,0,3,11544,0,1376,1,1,3.0,1,2.0,0,8,1,0,0,4
CLI20,0,4,0,38,0,1,1.0,1,1,2,4535,0,2015,2,1,0.0,1,2.0,0,49,1,0,1,2
CLI21,0,0,0,46,0,1,1.0,1,0,0,10806,0,2892,2,1,0.0,1,2.0,0,13,1,0,1,3
CLI22,0,5,0,37,0,1,1.0,1,1,0,6219,0,2594,1,0,0.0,1,4.0,0,48,1,0,0,2
CLI23,0,0,0,31,0,1,1.0,1,0,0,0,4,3036,2,0,2.0,1,1.0,0,28,0,0,0,2
CLI24,0,0,0,54,0,1,1.0,1,0,2,5550,0,3233,1,1,0.0,1,2.0,0,8,1,0,1,4
CLI25,0,0,0,45,0,2,1.0,1,0,3,6684,0,2594,1,0,3.0,1,4.0,0,26,1,0,0,3
CLI26,0,0,0,21,0,1,1.0,1,0,3,0,0,1376,1,1,3.0,1,2.0,0,8,0,0,1,1
CLI27,0,8,0,45,0,1,1.0,1,1,2,14581,0,3271,2,0,1.0,1,4.0,1,7,1,0,1,3
CLI28,0,4,0,26,0,2,1.0,1,1,3,0,0,2892,1,0,0.0,1,4.0,0,39,0,0,1,1
CLI29,0,0,0,23,0,1,1.0,1,0,2,0,4,2015,2,0,0.0,1,1.0,0,8,0,0,1,1
CLI30,0,0,0,23,0,2,1.0,1,0,3,2281,0,2594,1,1,0.0,1,2.0,0,52,1,0,1,1
CLI31,0,0,0,38,0,1,1.0,1,0,3,9472,0,2594,1,1,2.0,1,2.0,0,2,1,0,0,2
CLI32,0,0,0,32,0,2,1.0,1,0,2,17032,0,3233,2,1,2.0,1,2.0,0,8,1,0,1,2
CLI33,0,3,0,26,0,1,1.0,1,1,2,0,0,1590,2,0,2.0,1,4.0,1,32,0,0,1,1
CLI34,0,9,0,49,0,1,1.0,1,1,0,15105,0,4720,1,0,0.0,1,1.0,0,32,1,0,1,3
CLI35,0,0,0,26,0,2,1.0,1,0,3,0,0,2594,1,1,1.0,1,2.0,0,45,0,0,0,1
CLI36,0,7,0,57,0,1,1.0,1,1,0,13303,0,2594,1,0,3.0,1,4.0,0,7,1,0,0,4
CLI37,0,0,0,30,0,0,1.0,1,0,2,0,4,2169,1,0,1.0,1,4.0,1,8,0,0,0,1
CLI38,0,0,0,39,0,2,1.0,1,0,0,18774,4,2594,2,1,3.0,2,2.0,0,29,1,0,0,2
CLI39,0,4,0,27,0,2,1.0,1,1,2,0,4,2169,1,0,0.0,1,4.0,1,32,0,0,0,1
CLI40,0,0,0,19,0,2,1.0,1,0,2,0,4,3233,1,0,3.0,2,4.0,0,27,0,0,1,1
CLI41,0,0,0,29,0,1,1.0,1,0,2,0,0,2169,2,0,3.0,1,1.0,1,16,0,0,0,1
CLI42,0,0,0,52,0,1,1.0,1,0,0,13218,0,2594,2,1,3.0,1,2.0,0,27,1,0,0,4
CLI43,0,0,0,19,0,1,1.0,1,0,2,0,3,2228,1,1,3.0,1,2.0,0,31,0,0,1,1
CLI44,0,9,0,60,0,2,1.0,1,1,3,11844,4,4720,2,0,0.0,1,0.0,0,32,1,0,1,4
CLI45,0,4,0,23,0,2,1.0,1,1,2,0,0,2594,1,0,0.0,1,4.0,1,32,0,0,1,1
CLI46,0,0,0,30,0,1,1.0,1,0,0,0,0,2594,2,1,2.0,1,4.0,0,32,0,0,0,1
CLI47,0,4,0,27,0,1,1.0,1,1,2,0,4,2228,2,0,0.0,1,4.0,0,6,0,0,1,1
CLI48,0,4,0,28,0,2,1.0,1,1,2,0,4,2594,2,0,0.0,2,4.0,1,32,0,0,1,1
CLI49,0,6,0,25,0,1,1.0,1,1,2,0,0,4720,2,0,1.0,1,4.0,1,39,0,0,1,1
CLI50,0,9,0,37,0,2,1.0,1,1,3,14663,0,4720,1,0,0.0,1,4.0,0,50,1,0,1,2
CLI51,0,0,0,30,0,1,1.0,1,0,1,0,0,2594,2,0,3.0,1,1.0,0,43,0,0,0,1
CLI52,0,8,0,60,0,2,1.0,1,1,2,5865,4,5227,1,1,2.0,1,2.0,0,39,1,0,1,4
CLI53,0,7,0,26,0,1,1.0,1,1,2,22231,0,5677,1,1,2.0,1,2.0,0,21,1,0,1,1
CLI54,0,0,0,28,0,1,1.0,1,0,0,0,0,2594,2,1,0.0,1,2.0,0,15,0,0,0,1
CLI55,0,0,0,21,0,1,1.0,1,0,2,0,0,2169,1,0,1.0,1,1.0,1,32,0,0,0,1
CLI56,0,0,0,30,0,2,1.0,1,0,2,0,2,3233,1,1,0.0,1,2.0,0,32,0,0,1,1
CLI57,0,6,0,29,0,2,1.0,1,1,2,7998,0,3233,1,0,0.0,1,4.0,0,50,1,0,1,1
CLI58,0,0,0,53,0,1,1.0,1,0,3,24347,3,2594,1,0,3.0,1,4.0,0,48,1,0,0,4
CLI59,0,0,0,30,0,1,1.0,1,0,2,0,4,3233,2,0,2.0,1,1.0,0,48,0,0,1,1
CLI60,0,0,0,23,0,1,1.0,1,0,0,0,0,2594,1,0,2.0,1,0.0,0,2,0,0,1,1
CLI61,0,0,0,29,0,0,1.0,1,0,0,0,0,1590,2,0,2.0,1,4.0,0,12,0,0,0,1
CLI62,0,4,0,31,0,1,1.0,1,1,0,0,0,2594,1,0,0.0,1,4.0,0,32,0,0,0,2
CLI63,0,0,0,26,0,2,1.0,1,0,0,0,0,2594,1,0,2.0,1,4.0,0,7,0,0,0,1
CLI64,0,4,0,30,0,2,1.0,1,1,0,0,4,2594,2,0,0.0,1,4.0,0,8,0,0,0,1
CLI65,0,6,0,29,0,2,1.0,1,1,0,0,4,4720,2,0,0.0,1,4.0,0,32,0,0,1,1
CLI66,0,0,0,32,0,2,1.0,1,0,2,0,0,3233,2,0,2.0,1,4.0,0,2,0,0,1,2
CLI67,0,0,0,31,0,2,1.0,1,0,0,0,4,3036,1,0,1.0,1,4.0,0,28,0,0,0,2
CLI68,0,8,0,58,0,2,1.0,1,1,2,4186,4,5677,1,0,2.0,1,0.0,0,32,1,0,1,4
CLI69,0,0,0,60,0,2,1.0,1,0,0,6207,0,2594,1,0,0.0,2,4.0,0,29,1,0,0,4
CLI70,0,5,0,26,0,1,1.0,1,1,2,0,0,3233,1,1,0.0,1,2.0,0,37,0,0,1,1
CLI71,0,6,0,22,0,1,1.0,1,1,3,0,0,4720,1,1,2.0,1,2.0,0,36,0,0,1,1
CLI72,0,8,0,37,0,2,1.0,1,1,3,6124,0,4720,1,0,3.0,1,0.0,0,19,1,0,1,2
CLI73,0,4,0,22,0,0,1.0,1,1,2,0,0,2777,2,0,0.0,1,1.0,0,32,0,0,1,1
CLI74,0,7,0,18,0,1,1.0,1,1,2,6580,0,3850,1,0,3.0,1,4.0,0,19,1,0,1,0
CLI75,0,0,0,50,0,1,1.0,1,0,3,9646,0,1376,1,1,2.0,1,0.0,0,33,1,0,0,3
CLI76,0,0,0,29,0,1,1.0,1,0,3,4923,0,1376,1,1,2.0,2,2.0,0,25,1,0,1,1
CLI77,0,0,0,46,0,2,1.0,1,0,3,9150,3,2594,1,1,3.0,1,2.0,0,22,1,0,0,3
CLI78,0,5,0,50,0,2,1.0,1,1,0,9780,0,1376,2,0,0.0,1,4.0,0,8,1,0,0,3
CLI79,0,5,0,18,0,2,1.0,1,1,2,0,0,3850,1,0,3.0,1,4.0,0,19,0,0,1,0
CLI80,0,5,0,20,0,1,1.0,1,1,3,0,0,3213,2,0,2.0,1,0.0,0,7,0,0,1,1
CLI81,0,0,0,45,0,2,1.0,1,0,1,10219,2,2594,2,0,3.0,1,1.0,0,8,1,0,1,3
CLI82,0,0,0,49,0,2,1.0,1,0,2,5569,0,2015,1,1,3.0,1,2.0,0,2,1,0,1,3
CLI83,0,0,0,19,0,1,1.0,1,0,3,20876,0,1376,1,1,2.0,1,2.0,0,52,1,0,0,1
CLI84,0,0,0,45,0,2,1.0,1,0,2,25550,0,2015,1,1,2.0,1,2.0,0,32,1,0,1,3
CLI85,0,0,0,58,0,2,1.0,1,0,0,18674,0,1376,1,0,3.0,1,4.0,0,35,1,0,0,4
CLI86,0,0,0,25,0,2,1.0,1,0,0,0,0,1376,1,1,3.0,1,2.0,0,4,0,0,0,1
CLI87,0,0,0,42,0,2,1.0,1,0,2,10132,0,2015,1,0,0.0,1,1.0,0,48,1,0,1,3
CLI88,0,7,0,54,0,2,1.0,1,1,0,14797,4,2892,1,0,2.0,1,4.0,0,26,1,0,1,4
CLI89,0,3,0,26,0,0,1.0,1,1,0,0,4,1376,1,0,3.0,1,0.0,0,27,0,0,0,1
CLI90,0,0,0,26,0,1,1.0,1,0,2,0,0,2611,2,0,1.0,1,4.0,1,41,0,0,0,1
CLI91,0,5,0,46,0,2,1.0,1,1,0,6428,0,2208,2,1,0.0,1,2.0,0,32,1,0,1,3
CLI92,0,5,0,60,0,2,1.0,1,1,3,30078,0,2892,2,0,2.0,1,4.0,0,39,1,0,1,4
CLI93,0,0,0,47,0,2,1.0,1,0,0,17082,4,1376,2,0,1.0,1,0.0,0,32,1,0,0,3
CLI94,0,4,0,25,0,1,1.0,1,1,2,0,0,2169,2,0,0.0,1,4.0,1,32,0,0,0,1
CLI95,0,0,0,46,0,1,1.0,1,0,2,17003,4,1376,2,0,2.0,1,1.0,1,32,1,0,1,3
CLI96,0,0,0,19,0,0,1.0,1,0,2,0,4,4193,2,0,1.0,1,0.0,1,32,0,0,0,1
CLI97,0,0,0,31,0,2,1.0,1,0,3,0,4,2031,2,0,1.0,1,4.0,0,28,0,0,0,2
CLI98,0,0,0,30,0,2,1.0,1,0,2,0,4,1376,1,0,1.0,1,1.0,1,27,0,0,1,1
CLI99,0,6,0,38,0,1,1.0,1,1,3,7363,0,2892,1,1,1.0,1,2.0,0,39,1,0,1,2
CLI100,0,0,0,62,0,2,1.0,1,0,2,20320,2,920,1,0,3.0,1,4.0,1,19,1,0,1,5
CLI101,0,5,0,21,0,2,1.0,1,1,2,0,0,3850,2,1,3.0,1,2.0,0,7,0,0,1,1
CLI102,0,5,0,18,0,1,1.0,1,1,2,0,4,3555,2,0,0.0,1,4.0,1,41,0,0,1,0
CLI103,0,0,0,20,0,1,1.0,1,0,2,0,0,2169,1,0,1.0,1,1.0,1,8,0,0,0,1
CLI104,0,3,0,18,0,1,1.0,1,1,3,0,0,1362,2,1,0.0,0,2.0,0,28,0,0,0,0
CLI105,0,6,0,42,0,2,1.0,1,1,2,4105,4,3168,1,0,3.0,1,4.0,0,41,1,0,1,3
CLI106,0,6,0,61,0,1,1.0,1,1,2,13844,0,1560,1,0,0.0,2,4.0,0,31,1,0,1,5
CLI107,0,3,0,29,0,2,1.0,1,1,0,0,4,1376,1,1,0.0,1,2.0,0,48,0,0,0,1
CLI108,0,0,0,23,0,1,1.0,1,0,0,6847,0,1818,1,1,0.0,1,2.0,0,41,1,0,0,1
CLI109,0,5,0,22,0,1,1.0,1,1,3,0,0,3555,1,0,2.0,1,4.0,0,41,0,0,1,1
CLI110,0,6,0,39,0,1,1.0,1,1,3,10025,4,2892,2,1,3.0,1,2.0,0,7,1,0,1,2
CLI111,0,0,0,38,0,1,1.0,1,0,2,5622,4,2015,1,0,3.0,1,4.0,0,39,1,0,1,2
CLI112,0,0,0,26,0,1,1.0,1,0,2,0,0,1590,2,1,1.0,1,2.0,1,7,0,0,1,1
CLI113,0,0,0,30,0,1,1.0,1,0,2,0,4,2169,1,0,3.0,1,4.0,1,25,0,0,0,1
CLI114,0,0,0,28,0,0,1.0,1,0,2,0,0,2228,2,1,0.0,1,2.0,0,19,0,0,1,1
CLI115,0,0,0,59,0,1,1.0,1,0,2,8339,0,2015,1,1,0.0,1,2.0,0,2,1,0,1,4
CLI116,0,5,0,44,0,2,1.0,1,1,3,35494,0,2727,2,0,3.0,1,4.0,0,41,1,0,0,3
CLI117,0,5,0,28,0,2,1.0,1,1,2,0,2,3850,1,0,0.0,1,4.0,0,8,0,0,1,1
CLI118,0,0,0,53,0,2,1.0,1,0,2,10339,2,2015,1,1,0.0,1,2.0,0,8,1,0,1,4
CLI119,0,4,0,22,0,1,1.0,1,1,3,0,4,2031,2,0,0.0,1,1.0,0,41,0,0,0,1
CLI120,0,0,0,21,0,0,1.0,1,0,2,0,4,2456,2,0,3.0,2,1.0,0,41,0,0,1,1
CLI121,0,0,0,22,0,1,1.0,1,0,3,0,4,1818,1,0,3.0,2,4.0,0,41,0,0,0,1
CLI122,0,0,0,23,0,1,1.0,1,0,2,0,4,2015,1,1,3.0,1,2.0,0,7,0,0,1,1
CLI123,0,0,0,29,0,1,1.0,1,0,2,0,4,2670,1,0,1.0,1,4.0,0,28,0,0,1,1
CLI124,0,0,0,27,0,0,1.0,1,0,2,0,0,2228,1,0,2.0,1,4.0,0,7,0,0,1,1
CLI125,0,0,0,29,0,1,1.0,1,0,0,0,4,1590,1,1,1.0,1,2.0,0,8,0,0,0,1
CLI126,0,7,0,48,0,2,1.0,1,1,2,9477,0,3271,1,1,0.0,1,2.0,1,7,1,0,1,3
CLI127,0,0,0,37,0,2,1.0,1,0,0,8616,0,1376,1,0,0.0,1,4.0,0,27,1,0,0,2
CLI128,0,0,0,18,0,0,1.0,1,0,1,0,0,1590,2,0,2.0,1,4.0,0,8,0,0,0,0
CLI129,0,0,0,31,0,1,1.0,1,0,1,0,0,1590,1,0,1.0,1,1.0,0,8,0,0,0,2
CLI130,0,0,0,23,0,2,1.0,1,0,3,0,0,1818,2,0,1.0,1,1.0,0,41,0,0,0,1
CLI131,0,0,0,57,0,1,1.0,1,0,0,15224,0,920,1,1,0.0,1,2.0,0,7,1,0,0,4
CLI132,0,0,0,26,0,0,1.0,1,0,2,0,4,2169,1,0,1.0,1,1.0,1,8,0,0,0,1
CLI133,0,6,0,50,0,1,1.0,1,1,0,10237,0,2870,2,0,2.0,1,4.0,0,41,1,0,1,3
CLI134,0,4,0,29,0,2,1.0,1,1,3,0,0,2385,1,0,2.0,1,0.0,1,27,0,0,0,1
CLI135,0,0,0,18,0,1,1.0,1,0,0,0,0,1376,1,0,0.0,2,4.0,0,19,0,0,1,0
CLI136,0,6,0,60,0,1,1.0,1,1,2,13606,0,2015,2,0,0.0,1,4.0,0,8,1,0,1,4
CLI137,0,3,0,27,0,2,1.0,1,1,0,0,0,1376,2,1,0.0,1,2.0,0,13,0,0,0,1
CLI138,0,0,0,41,0,1,1.0,1,0,0,16300,4,2892,1,1,3.0,1,2.0,0,9,1,0,1,3
CLI139,0,0,0,46,0,2,1.0,1,0,3,22763,3,920,2,1,0.0,1,2.0,0,45,1,0,0,3
CLI140,0,3,0,41,0,1,1.0,1,1,0,3326,0,920,1,0,0.0,1,4.0,0,32,1,0,0,3
CLI141,0,0,0,29,0,2,1.0,1,0,2,0,4,2002,1,0,3.0,1,0.0,0,28,0,0,1,1
CLI142,0,0,0,19,0,1,1.0,1,0,2,0,0,1560,2,0,0.0,1,4.0,0,19,0,0,1,1
CLI143,0,0,0,49,0,2,1.0,1,0,0,9544,0,1818,1,1,2.0,1,2.0,0,28,1,0,0,3
CLI144,0,4,0,26,0,2,1.0,1,1,2,0,4,2169,2,0,0.0,1,4.0,1,8,0,0,0,1
CLI145,0,0,0,18,0,0,1.0,1,0,2,0,0,1590,2,0,1.0,1,0.0,1,7,0,0,1,0
CLI146,0,4,0,26,0,1,1.0,1,1,2,0,4,2670,1,0,0.0,2,4.0,0,41,0,0,1,1
CLI147,0,0,0,22,0,1,1.0,1,0,0,0,0,1590,2,0,1.0,1,4.0,0,7,0,0,1,1
CLI148,0,4,0,28,0,2,1.0,1,1,0,0,0,2892,2,0,2.0,2,4.0,0,32,0,0,1,1
CLI149,0,4,0,32,0,2,1.0,1,1,3,0,4,2208,2,1,3.0,1,2.0,0,15,0,0,1,2
CLI150,0,0,0,18,0,1,1.0,1,0,2,0,0,2228,2,1,0.0,1,2.0,0,8,0,0,1,0
CLI151,0,7,0,54,0,2,1.0,1,1,2,6988,0,3850,1,0,2.0,1,4.0,0,8,1,0,1,4
CLI152,0,0,0,23,0,2,1.0,1,0,2,0,0,2015,1,1,2.0,1,2.0,0,48,0,0,1,1
CLI153,0,0,0,24,0,2,1.0,1,0,0,0,0,1590,2,1,0.0,1,2.0,0,8,0,0,0,1
CLI154,0,0,0,29,0,2,1.0,1,0,3,0,0,1376,2,0,2.0,1,4.0,0,32,0,0,0,1
CLI155,0,0,0,28,0,0,1.0,1,0,2,0,0,3254,2,1,0.0,2,2.0,1,8,0,0,0,1
CLI156,0,0,0,46,0,2,1.0,1,0,2,7006,0,2015,2,0,3.0,1,4.0,0,8,1,0,1,3
CLI157,0,0,0,24,0,2,1.0,1,0,0,0,4,1376,2,0,2.0,1,4.0,0,8,0,0,0,1
CLI158,0,0,0,22,0,1,1.0,1,0,2,0,0,2169,1,0,1.0,1,4.0,1,20,0,0,0,1
CLI159,0,0,0,31,0,2,1.0,1,0,0,0,0,4720,1,1,0.0,1,2.0,0,43,0,0,1,2
CLI160,0,0,0,25,0,1,1.0,1,0,0,0,0,1376,2,0,2.0,1,1.0,0,8,0,0,0,1
CLI161,0,0,0,23,0,0,1.0,1,0,2,0,4,2169,2,1,1.0,1,2.0,1,0,0,0,0,1
CLI162,0,0,0,38,0,2,1.0,1,0,2,22798,0,1376,2,0,3.0,1,4.0,1,32,1,0,1,2
CLI163,0,0,0,21,0,1,1.0,1,0,3,0,4,1590,1,1,1.0,1,2.0,0,32,0,0,0,1
CLI164,0,0,0,45,0,2,1.0,1,0,2,20292,0,2015,2,0,2.0,1,4.0,0,32,1,0,1,3
CLI165,0,0,0,20,0,1,1.0,1,0,0,0,4,1376,2,0,2.0,1,0.0,0,32,0,0,0,1
CLI166,0,0,0,31,0,1,1.0,1,0,2,0,0,2169,2,0,1.0,1,4.0,1,19,0,0,0,2
CLI167,0,0,0,29,0,2,1.0,1,0,3,0,0,920,2,0,0.0,1,0.0,0,8,0,0,0,1
CLI168,0,0,0,28,0,1,1.0,1,0,2,0,0,2169,2,0,1.0,1,4.0,1,32,0,0,0,1
CLI169,0,5,0,30,0,2,1.0,1,1,0,0,4,3213,1,0,0.0,1,0.0,0,32,0,0,0,1
CLI170,0,0,0,20,0,1,1.0,1,0,2,0,0,2169,2,0,2.0,1,4.0,1,45,0,0,0,1
CLI171,0,0,0,41,0,2,1.0,1,0,0,5249,0,1376,1,0,3.0,1,4.0,0,19,1,0,0,3
CLI172,0,0,0,28,0,1,1.0,1,0,0,0,0,2234,1,0,2.0,1,1.0,0,8,0,0,0,1
CLI173,0,0,0,25,0,2,1.0,1,0,2,0,0,4513,2,1,0.0,1,2.0,0,41,0,0,1,1
CLI174,0,5,0,26,0,2,1.0,1,1,3,12530,4,1376,2,0,0.0,1,0.0,0,9,1,0,1,1
CLI175,0,0,0,25,0,2,1.0,1,0,3,5439,0,1818,2,1,3.0,1,2.0,0,41,1,0,0,1
CLI176,0,6,0,37,0,2,1.0,1,1,0,13414,4,2208,2,0,0.0,1,4.0,0,32,1,0,1,2
CLI177,0,0,0,29,0,2,1.0,1,0,3,0,4,1818,1,0,0.0,1,0.0,0,41,0,0,0,1
CLI178,0,3,0,20,0,2,1.0,1,1,2,2385,0,1376,1,0,0.0,1,4.0,1,22,1,0,1,1
CLI179,0,0,0,31,0,2,1.0,1,0,3,0,0,1818,1,0,2.0,1,4.0,0,41,0,0,0,2
CLI180,0,7,0,52,0,2,1.0,1,1,2,9204,0,3850,2,0,2.0,1,4.0,0,39,1,0,1,4
CLI181,0,0,0,23,0,1,1.0,1,0,2,0,0,2169,2,0,1.0,1,0.0,1,43,0,0,0,1
CLI182,0,0,0,22,0,1,1.0,1,0,2,0,0,2015,2,0,0.0,1,1.0,0,19,0,0,1,1
CLI183,0,0,0,21,0,2,1.0,1,0,0,4432,4,1376,2,0,1.0,1,4.0,0,27,1,0,0,1
CLI184,0,0,0,46,0,2,1.0,1,0,3,6385,3,2594,1,1,0.0,1,2.0,0,22,1,0,0,3
CLI185,0,0,0,39,0,1,1.0,1,0,0,4727,4,1376,2,0,3.0,1,1.0,0,17,1,0,0,2
CLI186,0,0,0,48,0,1,1.0,1,0,2,13954,0,2015,1,0,2.0,1,4.0,0,19,1,0,1,3
CLI187,0,7,0,38,0,2,1.0,1,1,0,14000,0,2892,1,0,2.0,1,4.0,0,32,1,0,1,2
CLI188,0,0,0,18,0,1,1.0,1,0,0,0,3,1376,1,1,0.0,1,2.0,0,48,0,0,0,0
CLI189,0,6,0,48,0,2,1.0,1,1,0,8957,0,2892,1,1,0.0,1,1.0,0,33,1,0,1,3
CLI190,0,0,0,44,0,1,1.0,1,0,2,6602,0,1560,1,1,0.0,1,2.0,0,52,1,0,1,3
CLI191,0,9,0,62,0,1,1.0,1,1,0,25046,4,2208,1,0,0.0,1,1.0,0,32,1,0,1,5
CLI192,0,0,0,37,0,2,1.0,1,0,2,6048,0,1376,2,1,0.0,1,2.0,1,4,1,0,1,2
CLI193,0,4,0,19,0,2,1.0,1,1,3,0,0,2208,1,0,2.0,1,0.0,0,15,0,0,1,1
CLI194,0,0,0,39,0,1,1.0,1,0,1,8398,0,920,2,0,1.0,1,1.0,0,39,1,0,1,2
CLI195,0,0,0,22,0,2,1.0,1,0,3,0,0,2031,2,0,3.0,1,4.0,0,41,0,0,0,1
CLI196,0,0,0,28,0,1,1.0,1,0,0,0,4,1590,1,0,1.0,1,4.0,0,9,0,0,0,1
CLI197,0,0,0,30,0,1,1.0,1,0,2,0,0,3850,1,0,0.0,1,4.0,0,32,0,0,1,1
CLI198,0,4,0,24,0,1,1.0,1,1,2,0,0,2015,2,1,0.0,1,1.0,0,52,0,0,1,1
CLI199,0,3,0,58,0,2,1.0,1,1,3,1960,0,1376,1,0,0.0,1,4.0,0,32,1,0,0,4
CLI200,0,4,0,55,0,1,1.0,1,1,0,4516,0,1376,1,0,0.0,1,4.0,0,43,1,0,0,4
CLI201,0,0,0,23,0,1,1.0,1,0,2,0,0,2015,2,1,0.0,1,2.0,0,8,0,0,1,1
CLI202,0,0,0,44,0,2,1.0,1,0,2,12196,4,1560,2,0,2.0,1,4.0,0,36,1,0,1,3
CLI203,0,0,0,30,0,1,1.0,1,0,2,0,4,2228,1,0,1.0,1,4.0,0,2,0,0,1,1
CLI204,0,0,0,21,0,1,1.0,1,0,3,0,4,1376,1,1,2.0,1,2.0,0,32,0,0,0,1
CLI205,0,3,0,20,0,1,1.0,1,1,3,0,0,1590,1,0,0.0,0,1.0,0,37,0,0,0,1
CLI206,0,4,0,23,0,0,1.0,1,1,2,0,0,2228,2,1,0.0,1,2.0,0,52,0,0,1,1
CLI207,0,0,0,32,0,2,1.0,1,0,2,0,0,2228,2,0,3.0,1,4.0,0,50,0,0,1,2
CLI208,0,0,0,23,0,1,1.0,1,0,2,0,2,2169,2,0,2.0,1,4.0,1,32,0,0,0,1
CLI209,0,4,0,25,0,1,1.0,1,1,0,0,0,2892,1,0,1.0,1,0.0,0,39,0,0,1,1
CLI210,0,0,0,52,0,1,1.0,1,0,0,22275,4,1376,2,1,2.0,1,2.0,0,48,1,0,0,4
CLI211,0,0,0,22,0,0,1.0,1,0,2,0,0,1376,2,1,3.0,1,2.0,1,26,0,0,1,1
CLI212,0,0,0,51,0,1,1.0,1,0,3,14387,0,1376,2,1,0.0,1,2.0,0,32,1,0,0,4
CLI213,0,0,0,50,0,1,1.0,1,0,2,22013,0,2015,2,1,2.0,1,2.0,0,32,1,0,1,3
CLI214,0,0,0,23,0,0,1.0,1,0,2,0,4,2611,2,0,1.0,0,4.0,1,41,0,0,0,1
CLI215,0,0,0,24,0,1,1.0,1,0,2,0,4,2015,1,0,1.0,1,0.0,0,27,0,0,1,1
CLI216,0,0,0,27,0,1,1.0,1,0,1,0,0,1376,2,0,0.0,1,4.0,0,8,0,0,0,1
CLI217,0,0,0,23,0,2,1.0,1,0,0,0,0,3213,2,0,3.0,1,1.0,0,11,0,0,1,1
CLI218,0,0,0,23,0,2,1.0,1,0,2,0,0,2456,2,0,3.0,1,4.0,0,41,0,0,1,1
CLI219,0,0,0,25,0,1,1.0,1,0,0,0,0,1590,2,0,1.0,1,4.0,0,7,0,0,1,1
CLI220,0,0,0,28,0,1,1.0,1,0,3,0,0,1590,2,0,0.0,1,4.0,0,7,0,0,0,1
CLI221,0,3,0,18,0,1,1.0,1,1,2,0,0,1376,2,0,0.0,1,4.0,1,8,0,0,1,0
CLI222,0,0,0,22,0,2,1.0,1,0,2,0,0,2015,2,0,2.0,1,0.0,0,32,0,0,1,1
CLI223,0,0,0,38,0,1,1.0,1,0,0,9397,4,1376,2,0,3.0,1,4.0,0,2,1,0,0,2
CLI224,0,4,0,31,0,2,1.0,1,1,2,0,0,2015,2,0,0.0,1,4.0,0,50,0,0,1,2
CLI225,0,0,0,25,0,1,1.0,1,0,3,0,0,1818,1,1,2.0,2,2.0,0,41,0,0,0,1
CLI226,0,0,0,25,0,1,1.0,1,0,2,0,4,2169,1,1,3.0,1,2.0,1,45,0,0,0,1
CLI227,0,0,0,18,0,0,1.0,1,0,0,0,0,2031,2,0,3.0,2,4.0,0,28,0,0,0,0
CLI228,0,0,0,22,0,2,1.0,1,0,3,0,0,1590,1,0,2.0,1,0.0,0,22,0,0,0,1
