CODE,PRODUCTO,Tiempo,TIPO_CARROCERIA,Edad_Cliente,COMBUSTIBLE,Revisiones,Potencia,TRANS,Mas_1_coche,FORMA_PAGO,km_anno,ESTADO_CIVIL,COSTE_VENTA,GENERO,QUEJA_CAC,Zona_Renta,OcupaciOn,Averia_grave,Campanna3,PROVINCIA,REV_Garantia,Campanna2,Campanna1,Grupo_Edad_Codificado
CLI8832,1,0,0,56,1,7,2.0,1,0,0,12531,0,1713,2,1,3.0,1,2.0,0,39,0,1,0,4
CLI8833,1,0,0,57,1,6,2.0,1,0,0,17689,0,1064,2,0,0.0,1,4.0,0,50,0,0,1,4
CLI8834,1,0,0,52,1,8,2.0,1,0,0,19681,0,1233,2,0,0.0,2,0.0,0,50,1,0,0,4
CLI8870,1,0,0,53,1,7,2.0,1,0,0,13331,0,1588,2,1,1.0,1,4.0,0,16,0,0,1,4
CLI8874,1,0,0,41,1,3,2.0,1,0,0,9207,0,2221,2,1,2.0,2,2.0,0,8,0,1,0,3
CLI8885,1,5,0,42,1,4,2.0,1,1,3,30531,0,2382,1,0,3.0,1,4.0,0,19,0,0,0,3
CLI8895,1,0,0,39,1,6,2.0,1,0,0,15233,4,1588,2,0,1.0,1,4.0,0,2,0,0,0,2
CLI8899,1,0,0,42,1,6,2.0,1,0,0,10816,4,1713,2,1,3.0,1,2.0,0,4,0,0,0,3
CLI8908,1,0,0,50,1,6,2.0,1,0,0,17964,0,1588,1,1,0.0,1,2.0,0,32,1,0,1,3
CLI8918,1,9,0,37,1,4,2.0,1,1,0,26442,4,1713,2,1,0.0,1,2.0,0,44,0,0,0,2
CLI8930,1,0,0,48,1,7,2.0,1,0,0,12860,0,1233,2,0,2.0,2,4.0,0,36,0,0,1,3
CLI8968,1,0,0,42,1,4,2.0,1,0,0,18764,1,1588,0,0,3.0,1,1.0,0,42,0,1,0,3
CLI8992,1,0,0,47,1,7,2.0,1,0,3,11114,0,5263,2,1,0.0,1,2.0,0,52,1,0,0,3
CLI9012,1,9,0,54,1,4,2.0,1,1,0,17053,4,4314,2,1,1.0,1,2.0,0,47,0,0,0,4
CLI9028,1,0,0,58,1,4,2.0,1,0,0,11582,0,2324,2,0,2.0,1,4.0,0,39,0,1,1,4
CLI9041,1,0,0,51,1,7,2.0,1,0,2,19179,0,1573,2,0,3.0,1,4.0,0,35,0,0,0,4
CLI9092,1,5,0,49,1,6,2.0,1,1,0,18654,0,0,2,0,0.0,1,4.0,0,4,0,1,0,3
CLI9138,1,0,0,53,1,4,2.0,1,0,0,16828,0,2221,2,0,1.0,1,4.0,0,16,1,0,0,4
CLI9144,1,7,0,58,1,4,2.0,1,1,2,9621,4,3961,2,0,3.0,1,4.0,0,39,0,1,1,4
CLI9180,1,0,0,37,1,7,2.0,1,0,0,23842,4,2324,2,0,1.0,1,4.0,0,32,1,0,0,2
CLI9187,1,10,0,39,1,7,2.0,1,1,1,23378,0,4159,1,1,3.0,1,2.0,0,19,1,0,0,2
CLI9200,1,0,0,48,1,4,2.0,1,0,3,7756,4,1588,1,1,3.0,1,1.0,0,39,1,0,1,3
CLI9207,1,0,0,43,1,5,2.0,1,0,2,17674,4,2569,1,1,3.0,1,4.0,0,39,1,0,1,3
CLI9227,1,0,0,59,1,7,2.0,1,0,3,7461,0,3141,2,0,2.0,1,4.0,0,32,1,0,0,4
CLI9234,1,0,0,58,1,5,2.0,1,0,0,11600,0,1588,2,0,0.0,1,4.0,0,8,0,0,0,4
CLI9252,1,0,0,47,1,4,2.0,1,0,0,12375,4,2221,1,1,3.0,1,4.0,0,41,1,0,0,3
CLI9293,1,0,0,44,1,5,2.0,1,0,2,24662,2,1494,1,0,3.0,1,4.0,0,16,1,0,0,3
CLI9296,1,0,0,47,1,5,2.0,1,0,2,11493,4,2221,2,0,2.0,1,4.0,0,25,1,0,0,3
CLI9319,1,0,0,49,1,7,2.0,1,0,3,17879,4,2324,2,0,0.0,1,4.0,0,20,1,0,0,3
CLI9336,1,0,0,48,1,5,2.0,1,0,1,24619,4,2324,1,0,3.0,1,4.0,0,52,1,0,0,3
CLI9352,1,0,0,46,1,4,2.0,1,0,0,18488,0,2335,2,1,1.0,1,2.0,0,9,0,1,0,3
CLI9376,1,0,0,46,1,3,2.0,1,0,0,14877,4,2382,1,0,0.0,1,4.0,0,43,1,0,1,3
CLI9382,1,0,0,61,1,5,2.0,1,0,1,19172,4,2335,2,1,3.0,1,2.0,0,33,0,0,0,5
CLI9466,1,0,0,43,1,3,2.0,1,0,0,19550,0,2164,2,1,2.0,1,2.0,0,32,0,1,0,3
CLI9472,1,0,0,54,1,7,2.0,1,0,3,13357,0,1428,2,0,3.0,1,4.0,0,20,0,0,0,4
CLI9498,1,0,0,48,1,7,2.0,1,0,3,23356,0,1888,2,0,0.0,1,1.0,0,50,1,0,0,3
CLI9500,1,0,0,59,1,4,2.0,1,0,3,4534,0,1428,2,0,3.0,1,4.0,0,2,0,1,0,4
CLI9501,1,0,0,37,1,3,2.0,1,0,3,4534,0,1428,2,0,3.0,1,4.0,0,2,0,1,0,2
CLI9516,1,0,0,48,1,6,2.0,1,0,3,20757,0,1428,2,1,3.0,1,4.0,0,7,0,1,1,3
CLI9530,1,0,0,42,1,4,2.0,1,0,3,28634,4,2970,1,1,0.0,1,4.0,0,43,1,0,1,3
CLI9552,1,0,0,57,1,3,2.0,1,0,0,9483,4,2508,1,1,2.0,2,2.0,0,49,0,0,0,4
CLI9585,1,0,0,44,1,4,2.0,1,0,0,26769,4,3527,2,1,3.0,1,0.0,0,39,0,0,0,3
CLI9588,1,0,0,53,1,4,2.0,1,0,0,15198,4,1822,1,0,0.0,1,4.0,0,43,1,0,0,4
CLI9598,1,0,0,61,1,4,2.0,1,0,3,0,4,2140,1,1,3.0,1,2.0,0,23,0,0,0,5
CLI9605,1,0,0,38,1,3,2.0,1,0,0,23179,0,1428,1,0,3.0,1,4.0,0,8,1,0,0,2
CLI9606,1,0,0,58,1,4,2.0,1,0,0,9756,0,1871,1,1,2.0,1,4.0,0,33,1,0,1,4
CLI9618,1,0,0,39,1,4,2.0,1,0,1,16762,4,1428,2,0,2.0,1,4.0,0,52,0,0,0,2
CLI9664,1,0,0,37,1,9,2.0,1,0,0,32911,0,2970,2,1,3.0,1,4.0,0,45,1,0,1,2
CLI9671,1,0,0,55,1,3,2.0,1,0,0,15365,0,1871,1,1,0.0,2,2.0,0,8,0,0,0,4
CLI9674,1,10,0,38,1,4,2.0,1,1,0,23058,0,3996,2,0,0.0,1,4.0,0,8,0,0,0,2
CLI9683,1,8,0,55,1,5,2.0,1,1,1,18747,4,2970,2,1,2.0,1,2.0,0,32,0,0,0,4
CLI9691,1,4,0,42,1,4,2.0,1,1,0,31013,4,2142,2,0,0.0,1,4.0,0,36,1,0,0,3
CLI9696,1,0,0,56,1,3,2.0,1,0,2,12937,4,1974,1,0,1.0,1,4.0,0,32,0,0,0,4
CLI9724,1,0,0,57,1,4,2.0,1,0,0,15890,0,4604,2,1,3.0,1,2.0,0,8,0,0,0,4
CLI9736,1,0,0,50,1,5,2.0,1,0,0,19110,0,2637,2,1,3.0,1,4.0,0,27,0,1,0,3
CLI9739,1,0,0,39,1,6,2.0,1,0,3,14178,4,1560,1,0,1.0,1,4.0,0,39,1,0,1,2
CLI9742,1,0,0,48,1,7,2.0,1,0,0,10773,0,2821,2,0,0.0,1,4.0,0,32,0,0,0,3
CLI9775,1,5,0,37,1,7,2.0,1,1,2,6001,4,2543,1,0,0.0,1,4.0,0,52,1,0,0,2
CLI9792,1,0,0,40,1,5,2.0,1,0,0,11633,0,2604,1,0,0.0,1,4.0,0,1,0,0,0,2
CLI9817,1,0,0,62,1,4,2.0,1,0,0,12558,0,4866,2,0,3.0,1,4.0,0,47,1,0,0,5
CLI9818,1,0,0,43,1,3,2.0,1,0,0,18471,4,3067,1,0,2.0,1,4.0,0,7,1,0,0,3
CLI9846,1,0,0,56,1,7,2.0,1,0,0,20358,3,3238,2,0,1.0,1,4.0,0,36,1,0,1,4
CLI9891,1,10,0,58,1,3,2.0,1,1,0,22556,0,3557,2,0,0.0,1,4.0,0,8,1,0,0,4
CLI9913,1,0,0,56,1,6,2.0,1,0,2,18454,0,1667,2,0,0.0,1,4.0,0,27,0,0,0,4
CLI9920,1,9,0,57,1,5,2.0,1,1,0,12361,0,5335,2,1,1.0,1,2.0,0,7,0,0,1,4
CLI9926,1,0,0,48,1,3,2.0,1,0,0,25149,4,3343,1,0,3.0,1,4.0,0,16,1,0,0,3
CLI9932,1,0,0,45,1,3,2.0,1,0,0,13743,0,6163,2,1,3.0,1,2.0,0,19,1,0,1,3
CLI9963,1,6,0,57,1,3,2.0,1,1,0,19968,0,5843,2,0,2.0,1,4.0,0,29,0,1,0,4
CLI9988,1,0,0,50,1,4,2.0,1,0,0,24772,4,4447,2,1,0.0,1,2.0,0,40,1,0,1,3
CLI9989,1,6,0,55,1,6,2.0,1,1,0,20264,4,5059,1,1,0.0,2,4.0,0,12,1,0,0,4
CLI10022,1,0,0,50,1,4,2.0,1,0,0,25108,1,3005,0,1,2.0,1,2.0,0,33,0,0,1,3
CLI10065,1,0,0,53,0,7,2.0,1,0,3,3376,4,2134,2,0,3.0,1,4.0,0,49,1,0,0,4
CLI10071,1,0,0,43,0,7,2.0,1,0,0,8721,0,1684,2,0,2.0,1,4.0,0,7,1,0,1,3
CLI10075,1,0,0,61,0,8,2.0,1,0,0,16984,4,1233,1,0,4.0,1,4.0,0,29,0,0,0,5
CLI10083,1,0,0,47,0,8,2.0,1,0,0,11196,4,1233,1,0,2.0,1,4.0,0,48,0,1,0,3
CLI10099,1,0,0,53,0,5,2.0,1,0,0,5980,0,1684,2,1,3.0,1,4.0,0,4,1,0,0,4
CLI10110,1,0,0,44,0,5,2.0,1,0,0,12265,4,5439,1,1,0.0,1,2.0,0,8,0,1,0,3
CLI10113,1,0,0,39,0,6,2.0,1,0,3,23346,4,1233,2,0,1.0,1,4.0,0,39,1,0,0,2
CLI10116,1,0,0,57,0,3,2.0,1,0,0,11561,0,2134,2,0,2.0,1,4.0,0,13,0,0,0,4
CLI10142,1,0,0,43,0,5,2.0,1,0,3,7663,4,0,2,0,0.0,1,4.0,0,28,0,0,0,3
CLI10159,1,5,0,38,0,4,2.0,1,1,3,3583,0,2677,1,0,1.0,1,4.0,0,48,1,0,0,2
CLI10161,1,3,0,68,0,8,2.0,1,1,0,0,0,1684,2,0,0.0,1,4.0,0,45,0,0,1,5
CLI10176,1,0,0,60,0,4,2.0,1,0,2,6620,2,4628,2,0,2.0,1,4.0,0,8,0,0,0,4
CLI10177,1,3,0,66,0,4,2.0,1,1,0,0,0,1684,1,0,0.0,2,0.0,0,41,0,0,0,5
CLI10187,1,0,0,43,0,4,2.0,1,0,3,16967,0,1021,2,0,2.0,1,4.0,0,32,0,1,1,3
CLI10193,1,0,0,24,0,6,2.0,1,0,3,0,4,1684,1,0,2.0,1,4.0,0,28,0,0,0,1
CLI10199,1,0,0,58,0,5,2.0,1,0,3,8787,4,2134,2,1,1.0,1,2.0,0,23,1,0,0,4
CLI10222,1,0,0,44,0,5,2.0,1,0,3,8132,4,1684,2,1,2.0,1,1.0,0,28,1,0,0,3
CLI10230,1,6,0,58,0,4,2.0,1,1,3,13338,4,1684,2,0,0.0,1,4.0,0,32,1,0,0,4
CLI10248,1,0,0,57,0,8,2.0,1,0,0,16179,4,1684,2,0,2.0,1,4.0,0,48,0,0,0,4
CLI10279,1,0,0,49,0,7,2.0,1,0,3,2154,0,2134,2,0,2.0,1,4.0,0,19,0,1,0,3
CLI10295,1,0,0,47,0,4,2.0,1,0,2,11201,0,1785,1,1,0.0,1,4.0,0,50,1,0,0,3
CLI10344,1,0,0,53,0,4,2.0,1,0,2,9737,4,2261,2,0,1.0,1,4.0,0,28,0,0,1,4
CLI10351,1,5,0,51,0,3,2.0,1,1,2,4651,4,2848,2,0,1.0,1,1.0,0,39,1,0,1,4
CLI10369,1,0,0,46,0,7,2.0,1,0,0,4427,4,1525,1,0,0.0,2,4.0,0,48,1,0,0,3
CLI10381,1,0,0,45,0,5,2.0,1,0,0,22022,4,4220,2,0,3.0,1,4.0,0,41,1,0,0,3
CLI10385,1,0,0,54,0,4,2.0,1,0,0,11498,0,1684,2,0,3.0,1,4.0,0,45,0,0,0,4
CLI10397,1,0,0,43,0,7,2.0,1,0,0,4049,0,1684,2,0,3.0,1,4.0,0,47,0,0,0,3
CLI10421,1,0,0,46,0,4,2.0,1,0,3,3553,0,1684,2,1,3.0,1,2.0,0,39,0,0,0,3
CLI10455,1,0,0,55,0,7,2.0,1,0,3,17673,0,1684,2,0,2.0,1,4.0,0,28,0,0,0,4
CLI10469,1,0,0,49,0,6,2.0,1,0,3,7651,3,2134,2,0,2.0,1,4.0,0,8,1,0,0,3
CLI10513,1,4,0,60,0,4,2.0,1,1,0,5942,0,1684,1,0,0.0,1,4.0,0,43,0,0,0,4
CLI10516,1,5,0,55,0,4,2.0,1,1,3,4948,0,2134,2,0,0.0,1,4.0,0,8,1,0,1,4
CLI10531,1,0,0,41,0,7,2.0,1,0,0,16654,0,1525,1,1,1.0,1,2.0,0,4,0,0,0,3
CLI10600,1,0,0,38,0,7,2.0,1,0,0,12250,0,1525,1,0,0.0,1,4.0,0,23,0,0,0,2
CLI10615,1,3,0,46,0,7,2.0,1,1,2,4893,0,758,1,0,0.0,2,4.0,0,30,0,0,0,3
CLI10640,1,0,0,62,0,6,2.0,1,0,3,4233,0,2134,2,0,0.0,1,4.0,0,52,0,0,0,5
CLI10650,1,0,0,57,0,7,2.0,1,0,0,14751,4,1971,2,0,3.0,1,4.0,0,32,1,0,0,4
CLI10696,1,0,0,47,0,7,2.0,1,0,3,5558,0,2134,1,0,3.0,1,4.0,0,8,1,0,0,3
CLI10704,1,4,0,50,0,6,2.0,1,1,3,4748,0,1814,2,0,0.0,1,0.0,0,15,1,0,0,3
CLI10712,1,5,0,45,0,7,2.0,1,1,0,7422,0,2077,2,1,0.0,1,2.0,0,32,0,0,1,3
CLI10743,1,8,0,54,0,7,2.0,1,1,1,10206,0,4038,2,1,1.0,1,4.0,0,41,0,0,0,4
CLI10751,1,0,0,44,0,4,2.0,1,0,1,20698,4,2134,2,0,1.0,1,4.0,0,39,1,0,1,3
CLI10756,1,0,0,43,0,5,2.0,1,0,0,16505,0,2134,1,0,2.0,1,4.0,0,39,1,0,0,3
CLI10762,1,6,0,42,0,6,2.0,1,1,0,9026,0,2134,2,1,0.0,1,4.0,0,8,1,0,1,3
CLI10784,1,0,0,37,0,4,2.0,1,0,0,16726,4,2640,2,1,2.0,1,2.0,0,32,0,1,0,2
CLI10790,1,0,0,49,0,3,2.0,1,0,0,11522,0,3496,1,0,1.0,2,4.0,0,27,1,0,0,3
CLI10818,1,0,0,37,0,7,2.0,1,0,0,3776,4,1220,2,0,3.0,1,1.0,0,30,1,0,0,2
CLI10839,1,0,0,58,0,7,2.0,1,0,1,8653,0,1373,2,0,1.0,1,4.0,0,33,1,0,1,4
CLI10849,1,0,0,52,0,6,2.0,1,0,0,21448,0,1792,1,0,2.0,1,4.0,0,32,0,1,0,4
CLI10869,1,0,0,48,0,3,2.0,1,0,3,5492,0,1373,2,1,0.0,1,2.0,0,52,0,0,0,3
CLI10876,1,0,0,60,0,4,2.0,1,0,0,16571,0,3715,1,0,0.0,1,4.0,0,47,1,0,1,4
CLI10886,1,4,0,40,0,4,2.0,1,1,0,2008,0,2077,1,0,0.0,1,4.0,0,9,1,0,1,2
CLI10896,1,4,0,58,0,5,2.0,1,1,0,6463,0,1373,1,0,0.0,1,4.0,0,32,0,0,0,4
CLI10908,1,0,0,57,0,7,2.0,1,0,0,17942,4,2445,1,0,3.0,1,4.0,0,19,0,0,0,4
CLI10914,1,7,0,40,0,4,2.0,1,1,3,3606,0,4733,1,0,3.0,1,4.0,0,39,0,1,0,2
CLI10937,1,0,0,44,0,4,2.0,1,0,0,11188,4,2870,1,0,3.0,1,4.0,0,52,0,0,0,3
CLI10946,1,0,0,51,0,7,2.0,1,0,0,0,0,1772,1,0,1.0,1,1.0,0,28,0,0,0,4
CLI10967,1,0,0,48,0,4,2.0,1,0,0,6235,0,2052,1,0,0.0,1,4.0,0,8,1,0,0,3
CLI10979,1,0,0,62,0,7,2.0,1,0,3,8534,4,1424,1,1,3.0,1,2.0,0,39,1,0,0,5
CLI10980,1,0,0,38,0,3,2.0,1,0,0,10535,4,2629,1,0,2.0,1,4.0,0,8,0,0,0,2
CLI10993,1,0,0,55,0,4,2.0,1,0,0,10975,0,2324,1,0,1.0,1,4.0,0,8,1,0,1,4
CLI11022,1,6,0,46,0,3,2.0,1,1,1,6742,0,2887,1,0,0.0,1,4.0,0,8,0,1,0,3
CLI11035,1,0,0,37,0,6,2.0,1,0,0,11844,0,1500,2,0,0.0,1,4.0,0,4,0,0,0,2
CLI11040,1,0,0,53,0,4,2.0,1,0,0,11091,4,1950,1,0,1.0,1,4.0,0,41,1,0,0,4
CLI11081,1,0,0,23,0,4,2.0,1,0,2,0,4,1814,1,0,2.0,1,4.0,0,43,0,0,0,1
CLI11085,1,0,0,47,0,3,2.0,1,0,0,17942,0,2381,2,0,3.0,1,4.0,0,29,0,1,0,3
CLI11114,1,0,0,52,0,4,2.0,1,0,0,6071,0,3715,1,0,1.0,1,4.0,0,50,1,0,1,4
CLI11153,1,8,0,52,0,6,2.0,1,1,1,10388,2,4620,1,1,2.0,1,2.0,0,8,0,0,0,4
CLI11178,1,0,0,29,0,7,2.0,1,0,0,17269,4,3490,1,0,0.0,1,4.0,0,8,1,0,0,1
CLI11223,1,0,5,46,1,5,0.0,1,0,0,26173,4,1752,2,1,3.0,1,2.0,0,12,0,0,0,3
CLI11227,1,9,5,46,1,7,0.0,1,1,0,22327,0,2854,2,0,2.0,1,0.0,0,25,0,0,1,3
CLI11252,1,0,5,53,1,7,2.0,1,0,3,27654,0,1233,2,1,0.0,1,0.0,0,27,0,0,0,4
CLI11280,1,0,5,55,1,4,2.0,1,0,0,21797,0,1684,2,1,3.0,1,2.0,0,31,0,1,0,4
CLI11282,1,0,5,62,1,7,2.0,1,0,0,14578,0,1525,2,0,2.0,1,1.0,0,48,0,0,0,5
CLI11296,1,0,5,39,1,4,2.0,1,0,0,13230,0,1525,2,0,3.0,1,0.0,0,47,0,0,0,2
CLI11301,1,4,5,67,1,6,2.0,1,1,3,6267,0,1525,1,0,0.0,1,0.0,0,27,0,0,1,5
CLI11302,1,0,5,57,1,7,2.0,1,0,3,21190,4,1525,2,1,1.0,1,2.0,0,47,0,0,0,4
CLI11307,1,0,5,49,1,7,2.0,1,0,3,21893,4,1373,2,1,3.0,1,2.0,0,24,0,0,1,3
CLI11316,1,0,5,59,1,3,2.0,1,0,3,11887,0,1741,2,0,2.0,1,1.0,0,22,1,0,0,4
CLI11350,1,0,5,47,1,4,2.0,1,0,1,14808,0,1969,1,1,2.0,1,2.0,0,8,0,0,1,3
CLI11357,1,5,5,38,1,2,2.0,1,1,0,47888,4,2026,2,1,1.0,1,2.0,0,10,1,0,0,2
CLI11453,1,0,5,40,0,5,0.0,1,0,0,25244,4,1373,2,0,2.0,1,4.0,0,39,1,0,1,2
CLI11465,1,0,5,39,0,7,0.0,1,0,0,23188,4,2324,2,1,3.0,1,2.0,0,29,1,0,0,2
CLI11467,1,0,5,39,0,6,0.0,1,0,0,14211,0,1772,2,1,2.0,1,2.0,0,27,0,1,0,2
CLI11522,1,0,5,52,1,2,2.0,1,0,1,23457,0,1685,1,1,3.0,1,0.0,0,27,1,1,1,4
CLI11554,1,0,5,68,1,4,2.0,1,0,1,0,3,3432,2,1,3.0,1,2.0,0,16,0,0,0,5
CLI11556,1,0,5,46,1,5,2.0,1,0,0,14357,0,2808,2,0,3.0,2,4.0,0,35,0,0,0,3
CLI11558,1,0,5,42,1,3,2.0,1,0,3,6432,0,4107,2,1,2.0,1,2.0,0,32,1,0,0,3
CLI11575,1,0,5,59,1,3,2.0,1,0,2,0,0,3432,2,0,3.0,1,4.0,0,13,0,0,0,4
CLI11625,1,0,5,41,0,2,2.0,1,0,0,13039,0,2208,2,0,0.0,1,4.0,0,48,0,0,0,3
CLI11639,1,0,5,49,0,6,2.0,1,0,0,6845,0,4092,1,0,2.0,1,4.0,0,9,1,0,0,3
CLI11640,1,0,5,62,0,4,2.0,1,0,0,8648,0,3884,2,0,2.0,1,4.0,0,11,1,0,1,5
CLI11641,1,0,5,59,0,4,2.0,1,0,0,6774,0,1124,1,0,3.0,1,4.0,0,22,1,0,0,4
CLI11650,1,0,5,34,0,5,2.0,1,0,1,0,0,1720,2,0,3.0,1,0.0,0,11,0,0,0,2
CLI11676,1,0,0,56,0,4,0.0,1,0,0,16981,4,1662,2,1,2.0,1,2.0,0,12,0,0,0,4
CLI11704,1,8,0,40,1,4,0.0,1,1,0,12020,0,3599,2,1,0.0,1,2.0,0,32,0,0,1,2
CLI11716,1,0,0,45,1,6,0.0,1,0,0,9346,0,1525,2,1,2.0,1,2.0,0,8,0,0,0,3
CLI11752,1,7,0,49,1,7,2.0,1,1,0,13413,0,2288,2,1,2.0,1,2.0,0,26,0,0,0,3
CLI11757,1,0,0,37,1,7,2.0,1,0,0,20757,3,2288,1,1,3.0,1,0.0,0,39,0,1,1,2
CLI11762,1,0,0,55,1,7,2.0,1,0,0,17417,0,2629,2,1,2.0,1,2.0,0,32,1,0,1,4
CLI11781,1,0,0,60,1,7,2.0,1,0,0,17324,1,1525,0,1,3.0,1,0.0,0,50,0,0,0,4
CLI11784,1,0,0,60,1,7,2.0,1,0,3,18953,0,552,2,1,1.0,1,2.0,0,11,0,0,0,4
CLI11786,1,0,0,46,1,5,2.0,1,0,0,22242,0,0,2,1,0.0,1,2.0,0,8,1,0,1,3
CLI11792,1,0,0,49,1,4,2.0,1,0,0,12815,0,1233,2,1,2.0,1,2.0,0,52,0,1,0,3
CLI11805,1,0,0,42,1,8,2.0,1,0,0,13314,0,1525,2,0,1.0,1,0.0,0,20,0,1,1,3
CLI11853,1,0,0,58,1,6,2.0,1,0,0,23273,0,1684,2,1,2.0,1,2.0,0,19,1,0,0,4
CLI11855,1,6,0,57,1,4,2.0,1,1,3,13685,4,2134,2,1,0.0,1,4.0,0,39,0,1,1,4
CLI11873,1,0,0,47,1,7,2.0,1,0,0,19023,0,2199,1,0,2.0,1,0.0,0,52,0,0,0,3
CLI11882,1,0,0,53,1,4,2.0,1,0,0,12615,0,1525,2,0,1.0,1,0.0,0,27,0,0,0,4
CLI11908,1,0,0,58,1,3,2.0,1,0,0,51903,0,3116,2,0,3.0,1,0.0,0,8,0,0,1,4
CLI11922,1,0,0,49,1,5,2.0,1,0,0,15288,2,2572,1,0,1.0,1,0.0,0,32,1,0,0,3
CLI11923,1,0,0,43,1,7,2.0,1,0,2,17807,0,1328,2,1,1.0,1,2.0,0,39,0,1,0,3
CLI11959,1,0,0,40,1,7,2.0,1,0,0,18712,4,1373,1,0,3.0,1,4.0,0,25,1,0,0,2
CLI11973,1,0,0,61,1,5,2.0,1,0,0,15547,4,1373,2,1,0.0,1,2.0,0,27,0,1,1,5
CLI11980,1,0,0,61,1,4,2.0,1,0,3,17353,0,1888,2,0,2.0,1,1.0,0,27,0,1,0,5
CLI11981,1,0,0,48,1,6,2.0,1,0,0,13202,0,1373,1,1,2.0,1,4.0,0,32,0,0,0,3
CLI11990,1,0,0,55,1,7,2.0,1,0,0,16145,4,1373,2,0,0.0,1,0.0,0,47,1,0,0,4
CLI12021,1,0,0,50,1,4,2.0,1,0,0,11964,4,1373,2,1,3.0,2,2.0,0,4,1,0,0,3
CLI12122,1,0,0,37,1,7,2.0,1,0,0,13210,4,2780,2,1,3.0,1,2.0,0,2,1,0,0,2
CLI12141,1,0,0,46,1,6,2.0,1,0,0,0,0,1800,2,1,3.0,1,2.0,0,8,0,0,0,3
CLI12142,1,7,0,44,1,5,2.0,1,1,1,10481,0,2964,1,1,0.0,2,2.0,0,4,0,1,1,3
CLI12179,1,0,0,58,0,3,2.0,0,0,0,5022,4,1465,2,0,3.0,1,4.0,0,50,0,0,0,4
CLI12188,1,0,0,30,0,7,2.0,0,0,0,7683,4,1317,1,0,3.0,1,4.0,0,8,0,0,1,1
CLI12207,1,5,0,56,0,5,2.0,0,1,0,10580,0,1082,2,0,0.0,1,4.0,0,32,1,1,1,4
CLI12214,1,6,0,40,0,8,0.0,1,1,0,14748,0,1525,2,0,0.0,1,0.0,0,8,1,0,0,2
CLI12224,1,0,0,56,0,4,0.0,1,0,3,5386,4,1525,2,1,3.0,1,2.0,0,32,1,0,0,4
CLI12225,1,0,0,58,0,7,0.0,1,0,0,19153,0,1525,2,0,0.0,1,4.0,0,19,1,0,1,4
CLI12243,1,8,0,57,0,4,0.0,1,1,0,18078,0,2360,2,1,2.0,1,2.0,0,22,0,0,0,4
CLI12259,1,0,0,40,0,4,0.0,1,0,0,13076,0,1525,2,1,3.0,1,4.0,0,26,1,0,0,2
CLI12268,1,0,0,22,0,4,0.0,1,0,0,0,0,2686,1,0,2.0,1,0.0,0,8,0,0,0,1
CLI12274,1,0,0,62,0,7,0.0,1,0,2,20524,0,740,2,1,2.0,1,2.0,0,22,0,1,0,5
CLI12283,1,6,0,42,0,6,0.0,1,1,0,14017,0,1525,2,0,0.0,1,0.0,0,8,0,0,0,3
CLI12293,1,0,0,50,0,8,0.0,1,0,0,22658,1,1525,0,1,0.0,1,4.0,0,32,1,0,0,3
CLI12302,1,0,0,45,0,7,0.0,1,0,0,14515,4,2283,2,1,3.0,1,2.0,0,0,0,0,0,3
CLI12303,1,0,0,43,0,4,0.0,1,0,0,12278,0,1525,1,0,0.0,1,4.0,0,48,0,1,0,3
CLI12329,1,6,0,43,0,3,0.0,1,1,0,11269,0,2629,1,0,0.0,1,4.0,0,8,0,1,1,3
CLI12337,1,6,0,37,0,4,0.0,1,1,1,8379,0,3007,1,0,0.0,1,0.0,0,32,0,0,0,2
CLI12339,1,10,0,42,0,7,0.0,1,1,0,21181,0,3700,2,0,0.0,1,4.0,0,32,1,0,1,3
CLI12398,1,9,0,56,1,6,2.0,1,1,0,19096,0,3635,1,1,0.0,0,4.0,0,19,0,1,0,4
CLI12446,1,0,0,48,1,3,2.0,1,0,0,20339,4,2808,2,0,3.0,1,4.0,0,24,1,0,1,3
CLI12447,1,8,0,58,1,3,2.0,1,1,1,21448,4,1685,2,0,0.0,1,4.0,0,49,1,0,1,4
CLI12456,1,0,0,47,1,3,2.0,1,0,3,17213,0,2808,1,1,3.0,1,4.0,0,39,1,0,1,3
CLI12467,1,0,0,39,1,3,2.0,1,0,0,19188,4,2808,1,0,1.0,1,4.0,0,39,0,1,0,2
CLI12475,1,7,0,62,1,2,2.0,1,1,3,20685,4,5975,1,0,1.0,1,4.0,0,11,0,0,0,5
CLI12478,1,8,0,60,1,5,2.0,1,1,0,17340,0,2808,2,1,0.0,1,2.0,0,8,0,1,0,4
CLI12501,1,9,0,45,1,2,2.0,1,1,0,27326,4,7397,2,0,0.0,1,4.0,0,32,1,0,0,3
CLI12510,1,0,0,46,1,2,2.0,1,0,0,23659,4,2808,2,0,2.0,1,4.0,0,32,0,1,0,3
CLI12538,1,0,0,22,1,4,2.0,1,0,2,0,0,3432,2,1,1.0,1,4.0,0,41,0,0,1,1
CLI12546,1,0,0,61,1,6,2.0,1,0,0,14922,0,2808,1,0,3.0,1,1.0,0,8,0,1,0,5
CLI12548,1,7,0,44,1,4,2.0,1,1,3,11201,0,2808,2,0,0.0,1,4.0,0,43,0,1,0,3
CLI12550,1,0,0,59,1,5,2.0,1,0,3,11201,0,2808,2,1,0.0,1,2.0,0,43,0,1,0,4
